x_meters,y_meters
-2.607295174464323395e+01,4.992972647590605106e+00
-2.652466510352907392e+01,4.779358065058218585e+00
-2.696775865827174812e+01,4.548459134898237721e+00
-2.741735113642428701e+01,4.330380122585651748e+00
-2.786245813165905361e+01,4.103249722765468732e+00
-2.830996952786777854e+01,3.880905230100850645e+00
-2.875683605310127433e+01,3.657312306022490134e+00
-2.920310300020147309e+01,3.432622436197178217e+00
-2.965072337756447496e+01,3.210722633778075874e+00
-3.009730380656795745e+01,2.986856560739056476e+00
-3.054465148231872007e+01,2.764447698735622794e+00
-3.099300062997080829e+01,2.544211972552972156e+00
-3.144546912878345779e+01,2.332010145404950663e+00
-3.189044858060184851e+01,2.104668966970621113e+00
-3.233747393413867144e+01,1.881366345615091973e+00
-3.278519671651912404e+01,1.659449317380577327e+00
-3.322996919789157744e+01,1.431682052046824083e+00
-3.367966986009098918e+01,1.213859212582832470e+00
-3.412337348788359748e+01,9.842791750789388061e-01
-3.458049553251095176e+01,7.825376488249418117e-01
-3.502314109167464551e+01,5.508221046553671840e-01
-3.547738840596620236e+01,3.423096006741559449e-01
-3.592767519934361786e+01,1.256898422220302791e-01
-3.637663749475036212e+01,-9.372890548843315628e-02
-3.682906847061606470e+01,-3.058692739942756589e-01
-3.727741043987189329e+01,-5.263690445532915874e-01
-3.772219139716219871e+01,-7.542718489498980716e-01
-3.817719032289055292e+01,-9.608793766947343329e-01
-3.862091513324232039e+01,-1.190568261163761576e+00
-3.907437670640501892e+01,-1.400541645155243486e+00
-3.952451192809247260e+01,-1.617408811118124845e+00
-3.996527555360672324e+01,-1.852915895919693412e+00
-4.040403356075152175e+01,-2.091903660561129641e+00
-4.084040501495336173e+01,-2.335756905311001219e+00
-4.125957827422074331e+01,-2.607204823217372791e+00
-4.167495400944090989e+01,-2.885089405703652687e+00
-4.207935906206530063e+01,-3.178491811220737873e+00
-4.246341088804155106e+01,-3.498184005630747606e+00
-4.282979255766281312e+01,-3.837870503562641034e+00
-4.317052796763349676e+01,-4.203659586089969480e+00
-4.346774371020943306e+01,-4.605031807087357265e+00
-4.374824477019438973e+01,-5.018641487176580540e+00
